Entfernung,Start,Ziel
2,EDERMUENDE (A 49),BAUNATAL - SUED (A 49)
1,EDERMUENDE (A 49),FELSBERG (A 49)
1,FELSBERG (A 49),EDERMUENDE (A 49)
4,FELSBERG (A 49),GUDENSBERG (A 49)
4,GUDENSBERG (A 49),FELSBERG (A 49)
7,GUDENSBERG (A 49),FRITZLAR (A 49)
7,FRITZLAR (A 49),GUDENSBERG (A 49)
6,FRITZLAR (A 49),WABERN (A 49)
6,WABERN (A 49),FRITZLAR (A 49)
5,WABERN (A 49),BORKEN (A 49)
5,BORKEN (A 49),WABERN (A 49)
8,BORKEN (A 49),NEUENTAL (A 49)
8,NEUENTAL (A 49),BORKEN (A 49)
11,NEUENTAL (A 49),SCHWALMSTADT (A 49)
11,SCHWALMSTADT (A 49),NEUENTAL (A 49)
6,ELMPT (A 52),NIEDERKRUECHTEN (A 52)
6,NIEDERKRUECHTEN (A 52),ELMPT (A 52)
3,NIEDERKRUECHTEN (A 52),SCHWALMTAL (A 52)
3,SCHWALMTAL (A 52),NIEDERKRUECHTEN (A 52)
3,SCHWALMTAL (A 52),KREUZ SCHWALMTAL
3,KREUZ SCHWALMTAL,SCHWALMTAL (A 52)
1,KREUZ SCHWALMTAL,HOSTERT (A 52)
1,HOSTERT (A 52),KREUZ SCHWALMTAL
3,HOSTERT (A 52),MOENCHENGLADBACH - HARDT (A 52)
3,MOENCHENGLADBACH - HARDT (A 52),HOSTERT (A 52)
2,MOENCHENGLADBACH - HARDT (A 52),KREUZ MOENCHENGLADBACH
2,KREUZ MOENCHENGLADBACH,MOENCHENGLADBACH - HARDT (A 52)
4,KREUZ MOENCHENGLADBACH,MOENCHENGLADBACH - NORD (A 52)
4,MOENCHENGLADBACH - NORD (A 52),KREUZ MOENCHENGLADBACH
2,MOENCHENGLADBACH - NORD (A 52),MOENCHENGLADBACH - NEUWERK (A 52)
2,MOENCHENGLADBACH - NEUWERK (A 52),MOENCHENGLADBACH - NORD (A 52)
3,MOENCHENGLADBACH - NEUWERK (A 52),KREUZ NEERSEN
3,KREUZ NEERSEN,MOENCHENGLADBACH - NEUWERK (A 52)
4,KREUZ NEERSEN,SCHIEFBAHN (A 52)
4,SCHIEFBAHN (A 52),KREUZ NEERSEN
6,SCHIEFBAHN (A 52),KAARST - NORD (A 52)
6,KAARST - NORD (A 52),SCHIEFBAHN (A 52)
1,KAARST - NORD (A 52),KREUZ KAARST
1,KREUZ KAARST,KAARST - NORD (A 52)
5,KREUZ KAARST,BUEDERICH (A 52)
5,BUEDERICH (A 52),KREUZ KAARST
10.7,BUEDERICH (A 52),DUESSELDORF - RATH (A 52)
10.7,DUESSELDORF - RATH (A 52),BUEDERICH (A 52)
0.5,DUESSELDORF - RATH (A 52),KREUZ DUESSELDORF - NORD  (Südteil)
0.5,KREUZ DUESSELDORF - NORD  (Südteil),DUESSELDORF - RATH (A 52)
1,KREUZ DUESSELDORF - NORD  (Südteil),KREUZ DUESSELDORF - NORD  (Nordteil)
1,KREUZ DUESSELDORF - NORD  (Nordteil),KREUZ DUESSELDORF - NORD  (Südteil)
0.5,KREUZ DUESSELDORF - NORD  (Nordteil),RATINGEN (A 52)
0.5,RATINGEN (A 52),KREUZ DUESSELDORF - NORD  (Nordteil)
3,RATINGEN (A 52),TIEFENBROICH (A 52)
3,TIEFENBROICH (A 52),RATINGEN (A 52)
3,TIEFENBROICH (A 52),DREIECK BREITSCHEID
3,DREIECK BREITSCHEID,TIEFENBROICH (A 52)
0.5,DREIECK BREITSCHEID,KREUZ BREITSCHEID
0.5,KREUZ BREITSCHEID,DREIECK BREITSCHEID
0.5,KREUZ BREITSCHEID,BREITSCHEID (A 52)
0.5,BREITSCHEID (A 52),KREUZ BREITSCHEID
8,BREITSCHEID (A 52),ESSEN - KETTWIG (A 52)
8,ESSEN - KETTWIG (A 52),BREITSCHEID (A 52)
2,ESSEN - KETTWIG (A 52),ESSEN - HAARZOPF  (Westteil) (A 52)
2,ESSEN - HAARZOPF  (Westteil) (A 52),ESSEN - KETTWIG (A 52)
1,ESSEN - HAARZOPF  (Westteil) (A 52),ESSEN - RUETTENSCHEID  (Westteil) (A 52)
1,ESSEN - RUETTENSCHEID  (Westteil) (A 52),ESSEN - HAARZOPF  (Westteil) (A 52)
0.5,ESSEN - RUETTENSCHEID  (Westteil) (A 52),ESSEN - HAARZOPF  (Ostteil) (A 52)
0.5,ESSEN - HAARZOPF  (Ostteil) (A 52),ESSEN - RUETTENSCHEID  (Westteil) (A 52)
0.5,ESSEN - HAARZOPF  (Ostteil) (A 52),ESSEN - RUETTENSCHEID  (Ostteil) (A 52)
0.5,ESSEN - RUETTENSCHEID  (Ostteil) (A 52),ESSEN - HAARZOPF  (Ostteil) (A 52)
2,ESSEN - RUETTENSCHEID  (Ostteil) (A 52),ESSEN - SUED (A 52)
2,ESSEN - SUED (A 52),ESSEN - RUETTENSCHEID  (Ostteil) (A 52)
1,ESSEN - SUED (A 52),KREUZ ESSEN - BERGERHAUSEN
1,KREUZ ESSEN - BERGERHAUSEN,ESSEN - SUED (A 52)
1,KREUZ ESSEN - BERGERHAUSEN,DREIECK ESSEN - OST
1,DREIECK ESSEN - OST,KREUZ ESSEN - BERGERHAUSEN
7,DREIECK ESSEN - OST,KREUZ ESSEN - NORD
7,KREUZ ESSEN - NORD,DREIECK ESSEN - OST
6,KREUZ ESSEN - NORD,KREUZ GLADBECK
6,KREUZ GLADBECK,KREUZ ESSEN - NORD
3.8,KREUZ GLADBECK,GELSENKIRCHEN - BUER - WEST (A 52)
3.8,GELSENKIRCHEN - BUER - WEST (A 52),KREUZ GLADBECK
1,GELSENKIRCHEN - BUER - WEST (A 52),GELSENKIRCHEN - SCHOLVEN (A 52)
1,GELSENKIRCHEN - SCHOLVEN (A 52),GELSENKIRCHEN - BUER - WEST (A 52)
1,GELSENKIRCHEN - SCHOLVEN (A 52),DREIECK GE. - BUER - NORD
1,DREIECK GE. - BUER - NORD,GELSENKIRCHEN - SCHOLVEN (A 52)
2,DREIECK GE. - BUER - NORD,GELSENKIRCHEN - HASSEL (A 52)
2,GELSENKIRCHEN - HASSEL (A 52),DREIECK GE. - BUER - NORD
3,GELSENKIRCHEN - HASSEL (A 52),DREIECK DORSTEN - OST
3,DREIECK DORSTEN - OST,GELSENKIRCHEN - HASSEL (A 52)
2,DREIECK DORSTEN - OST,MARL - FRENTROP (A 52)
2,MARL - FRENTROP (A 52),DREIECK DORSTEN - OST
3,MARL - FRENTROP (A 52),MARL - BRASSERT (A 52)
3,MARL - BRASSERT (A 52),MARL - FRENTROP (A 52)
2,MARL - BRASSERT (A 52),MARL - ZENTRUM (A 52)
2,MARL - ZENTRUM (A 52),MARL - BRASSERT (A 52)
2,MARL - ZENTRUM (A 52),MARL - HAMM (A 52)
2,MARL - HAMM (A 52),MARL - ZENTRUM (A 52)
3,MARL - HAMM (A 52),KREUZ MARL - NORD
3,KREUZ MARL - NORD,MARL - HAMM (A 52)
6,Bundesgrenze Goch NL-D (A 57),KLEVE (A 57)
6,KLEVE (A 57),Bundesgrenze Goch NL-D (A 57)
5,KLEVE (A 57),GOCH (A 57)
5,GOCH (A 57),KLEVE (A 57)
8,GOCH (A 57),KREUZ UEDEM
8,KREUZ UEDEM,GOCH (A 57)
6,KREUZ UEDEM,SONSBECK (A 57)
6,SONSBECK (A 57),KREUZ UEDEM
11,SONSBECK (A 57),ALPEN (A 57)
11,ALPEN (A 57),SONSBECK (A 57)
8,ALPEN (A 57),KREUZ RHEINBERG
8,KREUZ RHEINBERG,ALPEN (A 57)
2,KREUZ RHEINBERG,ASDONKSHOF (A 57)
2,ASDONKSHOF (A 57),KREUZ RHEINBERG
2,ASDONKSHOF (A 57),KAMP - LINTFORT (A 57)
2,KAMP - LINTFORT (A 57),ASDONKSHOF (A 57)
1,KAMP - LINTFORT (A 57),KREUZ KAMP - LINTFORT
1,KREUZ KAMP - LINTFORT,KAMP - LINTFORT (A 57)
4,KREUZ KAMP - LINTFORT,MOERS - HUELSDONK (A 57)
4,MOERS - HUELSDONK (A 57),KREUZ KAMP - LINTFORT
3,MOERS - HUELSDONK (A 57),KREUZ MOERS
3,KREUZ MOERS,MOERS - HUELSDONK (A 57)
4,KREUZ MOERS,MOERS - KAPELLEN (A 57)
4,MOERS - KAPELLEN (A 57),KREUZ MOERS
4,MOERS - KAPELLEN (A 57),KREUZ KREFELD - GARTENSTADT
4,KREUZ KREFELD - GARTENSTADT,MOERS - KAPELLEN (A 57)
3,KREUZ KREFELD - GARTENSTADT,KREUZ KREFELD - ZENTRUM
3,KREUZ KREFELD - ZENTRUM,KREUZ KREFELD - GARTENSTADT
2,KREUZ KREFELD - ZENTRUM,KREUZ KREFELD - OPPUM
2,KREUZ KREFELD - OPPUM,KREUZ KREFELD - ZENTRUM
4,KREUZ KREFELD - OPPUM,KREUZ MEERBUSCH
4,KREUZ MEERBUSCH,KREUZ KREFELD - OPPUM
3,KREUZ MEERBUSCH,BOVERT (A 57)
3,BOVERT (A 57),KREUZ MEERBUSCH
4,BOVERT (A 57),KREUZ KAARST
4,KREUZ KAARST,BOVERT (A 57)
2,KREUZ KAARST,HOLZBUETTGEN (A 57)
2,HOLZBUETTGEN (A 57),KREUZ KAARST
2,HOLZBUETTGEN (A 57),NEUSS (A 57)
2,NEUSS (A 57),HOLZBUETTGEN (A 57)
2,NEUSS (A 57),KREUZ NEUSS - WEST
2,KREUZ NEUSS - WEST,NEUSS (A 57)
1,KREUZ NEUSS - WEST,NEUSS - REUSCHENBERG (A 57)
1,NEUSS - REUSCHENBERG (A 57),KREUZ NEUSS - WEST
1,NEUSS - REUSCHENBERG (A 57),NEUSS - HAFEN (A 57)
1,NEUSS - HAFEN (A 57),NEUSS - REUSCHENBERG (A 57)
2,NEUSS - HAFEN (A 57),NEUSS - NORF (A 57)
2,NEUSS - NORF (A 57),NEUSS - HAFEN (A 57)
2,NEUSS - NORF (A 57),KREUZ NEUSS - SUED
2,KREUZ NEUSS - SUED,NEUSS - NORF (A 57)
8,KREUZ NEUSS - SUED,DORMAGEN (Nordteil) (A 57)
8,DORMAGEN (Nordteil) (A 57),KREUZ NEUSS - SUED
1,DORMAGEN (Nordteil) (A 57),DORMAGEN (Südteil) (A 57)
1,DORMAGEN (Südteil) (A 57),DORMAGEN (Nordteil) (A 57)
5,DORMAGEN (Südteil) (A 57),KREUZ KOELN - WORRINGEN
5,KREUZ KOELN - WORRINGEN,DORMAGEN (Südteil) (A 57)
5,KREUZ KOELN - WORRINGEN,KOELN - CHORWEILER (A 57)
5,KOELN - CHORWEILER (A 57),KREUZ KOELN - WORRINGEN
2,KOELN - CHORWEILER (A 57),KREUZ KOELN - NORD
2,KREUZ KOELN - NORD,KOELN - CHORWEILER (A 57)
0.5,KREUZ KOELN - NORD,KOELN - LONGERICH (A 57)
0.5,KOELN - LONGERICH (A 57),KREUZ KOELN - NORD
3,KOELN - LONGERICH (A 57),KOELN - BICKENDORF (A 57)
3,KOELN - BICKENDORF (A 57),KOELN - LONGERICH (A 57)
9.9,KOELN - BICKENDORF (A 57),KOELN - EHRENFELD (A 57)
9.9,KOELN - EHRENFELD (A 57),KOELN - BICKENDORF (A 57)
6,KREUZ DINSLAKEN - WEST,DINSLAKEN - WEST (A 59)
6,DINSLAKEN - WEST (A 59),KREUZ DINSLAKEN - WEST
1,DINSLAKEN - WEST (A 59),DINSLAKEN - HIESFELD (A 59)
1,DINSLAKEN - HIESFELD (A 59),DINSLAKEN - WEST (A 59)
2,DINSLAKEN - HIESFELD (A 59),DUISBURG - WALSUM (A 59)
2,DUISBURG - WALSUM (A 59),DINSLAKEN - HIESFELD (A 59)
2,DUISBURG - WALSUM (A 59),DUISBURG - FAHRN (A 59)
2,DUISBURG - FAHRN (A 59),DUISBURG - WALSUM (A 59)
1,DUISBURG - FAHRN (A 59),DUISBURG - MARXLOH (Nordteil) (A 59)
1,DUISBURG - MARXLOH (Nordteil) (A 59),DUISBURG - FAHRN (A 59)
0.4,DUISBURG - MARXLOH (Nordteil) (A 59),DUISBURG - MARXLOH (Südteil) (A 59)
0.4,DUISBURG - MARXLOH (Südteil) (A 59),DUISBURG - MARXLOH (Nordteil) (A 59)
2,DUISBURG - MARXLOH (Südteil) (A 59),DUISBURG - ALTHAMBORN (A 59)
2,DUISBURG - ALTHAMBORN (A 59),DUISBURG - MARXLOH (Südteil) (A 59)
0.3,DUISBURG - ALTHAMBORN (A 59),KREUZ DUISBURG - NORD
0.3,KREUZ DUISBURG - NORD,DUISBURG - ALTHAMBORN (A 59)
2,KREUZ DUISBURG - NORD,DUISBURG - MEIDERICH (A 59)
2,DUISBURG - MEIDERICH (A 59),KREUZ DUISBURG - NORD
1,DUISBURG - MEIDERICH (A 59),DUISBURG - RUHRORT (A 59)
1,DUISBURG - RUHRORT (A 59),DUISBURG - MEIDERICH (A 59)
2,DUISBURG - RUHRORT (A 59),KREUZ DUISBURG
2,KREUZ DUISBURG,DUISBURG - RUHRORT (A 59)
2,KREUZ DUISBURG,DUISBURG - DUISSERN (A 59)
2,DUISBURG - DUISSERN (A 59),KREUZ DUISBURG
1,DUISBURG - DUISSERN (A 59),DUISBURG - ZENTRUM (A 59)
1,DUISBURG - ZENTRUM (A 59),DUISBURG - DUISSERN (A 59)
1,DUISBURG - ZENTRUM (A 59),DUISBURG - HOCHFELD (A 59)
1,DUISBURG - HOCHFELD (A 59),DUISBURG - ZENTRUM (A 59)
1,DUISBURG - HOCHFELD (A 59),DUISBURG - WANHEIMERORT (A 59)
1,DUISBURG - WANHEIMERORT (A 59),DUISBURG - HOCHFELD (A 59)
3,DUISBURG - WANHEIMERORT (A 59),DUISBURG - BUCHHOLZ (A 59)
3,DUISBURG - BUCHHOLZ (A 59),DUISBURG - WANHEIMERORT (A 59)
1,DUISBURG - BUCHHOLZ (A 59),DUISBURG - GROSSENBAUM (A 59)
1,DUISBURG - GROSSENBAUM (A 59),DUISBURG - BUCHHOLZ (A 59)
2,DUISBURG - GROSSENBAUM (A 59),KREUZ DUISBURG - SUED
2,KREUZ DUISBURG - SUED,DUISBURG - GROSSENBAUM (A 59)
8.3,KREUZ DUISBURG - SUED,KREUZ DUESSELDORF - NORD  (Westteil)
8.3,KREUZ DUESSELDORF - NORD  (Westteil),KREUZ DUISBURG - SUED
0.5,KREUZ DUESSELDORF - NORD  (Westteil),KREUZ DUESSELDORF - NORD  (Nordteil)
0.5,KREUZ DUESSELDORF - NORD  (Nordteil),KREUZ DUESSELDORF - NORD  (Westteil)
1,KREUZ DUESSELDORF - NORD  (Nordteil),KREUZ DUESSELDORF - NORD  (Südteil)
1,KREUZ DUESSELDORF - NORD  (Südteil),KREUZ DUESSELDORF - NORD  (Nordteil)
11,KREUZ DUESSELDORF - NORD  (Südteil),KREUZ DUESSELDORF - SUED
11,KREUZ DUESSELDORF - SUED,KREUZ DUESSELDORF - NORD  (Südteil)
2,KREUZ DUESSELDORF - SUED,DUESSELDORF - BENRATH (A 59)
2,DUESSELDORF - BENRATH (A 59),KREUZ DUESSELDORF - SUED
3,DUESSELDORF - BENRATH (A 59),DUESSELDORF - GARATH (A 59)
3,DUESSELDORF - GARATH (A 59),DUESSELDORF - BENRATH (A 59)
4,DUESSELDORF - GARATH (A 59),RICHRATH (A 59)
4,RICHRATH (A 59),DUESSELDORF - GARATH (A 59)
2,RICHRATH (A 59),MONHEIM (A 59)
2,MONHEIM (A 59),RICHRATH (A 59)
2,MONHEIM (A 59),KREUZ MONHEIM - SUED
2,KREUZ MONHEIM - SUED,MONHEIM (A 59)
3,KREUZ MONHEIM - SUED,RHEINDORF (A 59)
3,RHEINDORF (A 59),KREUZ MONHEIM - SUED
3,RHEINDORF (A 59),KREUZ LEVERKUSEN - WEST
3,KREUZ LEVERKUSEN - WEST,RHEINDORF (A 59)
19,KREUZ LEVERKUSEN - WEST,DREIECK KOELN - HEUMAR
19,DREIECK KOELN - HEUMAR,KREUZ LEVERKUSEN - WEST
2,DREIECK KOELN - HEUMAR,RATH (A 59)
2,RATH (A 59),DREIECK KOELN - HEUMAR
0.5,RATH (A 59),DREIECK PORZ
0.5,DREIECK PORZ,RATH (A 59)
3,DREIECK PORZ,KOELN - FLUGHAFEN (A 59)
3,KOELN - FLUGHAFEN (A 59),DREIECK PORZ
3,KOELN - FLUGHAFEN (A 59),KOELN - WAHN (A 59)
3,KOELN - WAHN (A 59),KOELN - FLUGHAFEN (A 59)
2,KOELN - WAHN (A 59),LIND (A 59)
2,LIND (A 59),KOELN - WAHN (A 59)
3,LIND (A 59),SPICH (A 59)
3,SPICH (A 59),LIND (A 59)
2,SPICH (A 59),TROISDORF (A 59)
2,TROISDORF (A 59),SPICH (A 59)
2,TROISDORF (A 59),DREIECK ST. AUGUSTIN - WEST
2,DREIECK ST. AUGUSTIN - WEST,TROISDORF (A 59)
3,DREIECK ST. AUGUSTIN - WEST,DREIECK BONN - NORDOST
3,DREIECK BONN - NORDOST,DREIECK ST. AUGUSTIN - WEST
2,DREIECK BONN - NORDOST,BONN - VILICH (A 59)
2,BONN - VILICH (A 59),DREIECK BONN - NORDOST
1,BONN - VILICH (A 59),BONN - PUETZCHEN (A 59)
1,BONN - PUETZCHEN (A 59),BONN - VILICH (A 59)
3,BONN - PUETZCHEN (A 59),KREUZ BONN - OST
3,KREUZ BONN - OST,BONN - PUETZCHEN (A 59)
5,WINTERSPELT (A 60),BLEIALF (A 60)
5,BLEIALF (A 60),WINTERSPELT (A 60)
12,BLEIALF (A 60),PRUEM (A 60)
12,PRUEM (A 60),BLEIALF (A 60)
10,PRUEM (A 60),WAXWEILER (A 60)
10,WAXWEILER (A 60),PRUEM (A 60)
9,WAXWEILER (A 60),BITBURG (A 60)
9,BITBURG (A 60),WAXWEILER (A 60)
7,BITBURG (A 60),BADEM (A 60)
7,BADEM (A 60),BITBURG (A 60)
6,BADEM (A 60),SPANGDAHLEM (A 60)
6,SPANGDAHLEM (A 60),BADEM (A 60)
7,SPANGDAHLEM (A 60),LANDSCHEID
7,LANDSCHEID,SPANGDAHLEM (A 60)
6,LANDSCHEID,WITTLICH - WEST (A 60)
6,WITTLICH - WEST (A 60),LANDSCHEID
3,WITTLICH - WEST (A 60),KREUZ WITTLICH
3,KREUZ WITTLICH,WITTLICH - WEST (A 60)
200,KREUZ WITTLICH,DREIECK NAHETAL
200,DREIECK NAHETAL,KREUZ WITTLICH
3,DREIECK NAHETAL,BINGEN - OST (A 60)
3,BINGEN - OST (A 60),DREIECK NAHETAL
6,BINGEN - OST (A 60),INGELHEIM - WEST (A 60)
6,INGELHEIM - WEST (A 60),BINGEN - OST (A 60)
5,INGELHEIM - WEST (A 60),INGELHEIM - OST (A 60)
5,INGELHEIM - OST (A 60),INGELHEIM - WEST (A 60)
3,INGELHEIM - OST (A 60),HEIDESHEIM (A 60)
3,HEIDESHEIM (A 60),INGELHEIM - OST (A 60)
3,HEIDESHEIM (A 60),DREIECK MAINZ
3,DREIECK MAINZ,HEIDESHEIM (A 60)
2,DREIECK MAINZ,MAINZ - FINTHEN (A 60)
2,MAINZ - FINTHEN (A 60),DREIECK MAINZ
3,MAINZ - FINTHEN (A 60),MAINZ - LERCHENBERG (A 60)
3,MAINZ - LERCHENBERG (A 60),MAINZ - FINTHEN (A 60)
1,MAINZ - LERCHENBERG (A 60),KREUZ MAINZ - SUED
1,KREUZ MAINZ - SUED,MAINZ - LERCHENBERG (A 60)
1,KREUZ MAINZ - SUED,MAINZ - HECHTSHEIM - WEST (A 60)
1,MAINZ - HECHTSHEIM - WEST (A 60),KREUZ MAINZ - SUED
1,MAINZ - HECHTSHEIM - WEST (A 60),MAINZ - HECHTSHEIM - OST (A 60)
1,MAINZ - HECHTSHEIM - OST (A 60),MAINZ - HECHTSHEIM - WEST (A 60)
1,MAINZ - HECHTSHEIM - OST (A 60),MAINZ - WEISENAU (A 60)
1,MAINZ - WEISENAU (A 60),MAINZ - HECHTSHEIM - OST (A 60)
2,MAINZ - WEISENAU (A 60),MAINZ - LAUBENHEIM (A 60)
2,MAINZ - LAUBENHEIM (A 60),MAINZ - WEISENAU (A 60)
2,MAINZ - LAUBENHEIM (A 60),GINSHEIM - GUSTAVSBURG (A 60)
2,GINSHEIM - GUSTAVSBURG (A 60),MAINZ - LAUBENHEIM (A 60)
0.3,GINSHEIM - GUSTAVSBURG (A 60),MAINSPITZ-DREIECK
0.3,MAINSPITZ-DREIECK,GINSHEIM - GUSTAVSBURG (A 60)
3,MAINSPITZ-DREIECK,BISCHOFSHEIM (A 60)
3,BISCHOFSHEIM (A 60),MAINSPITZ-DREIECK
2,BISCHOFSHEIM (A 60),RUESSELSHEIM - MITTE (A 60)
2,RUESSELSHEIM - MITTE (A 60),BISCHOFSHEIM (A 60)
2,RUESSELSHEIM - MITTE (A 60),RUESSELSHEIM - KOENIGSTAEDTEN (A 60)
2,RUESSELSHEIM - KOENIGSTAEDTEN (A 60),RUESSELSHEIM - MITTE (A 60)
2,RUESSELSHEIM - KOENIGSTAEDTEN (A 60),RUESSELSHEIMER DREIECK
2,RUESSELSHEIMER DREIECK,RUESSELSHEIM - KOENIGSTAEDTEN (A 60)
2,KALDENKIRCHEN,KALDENKIRCHEN - SUED (A 61)
2,KALDENKIRCHEN - SUED (A 61),KALDENKIRCHEN
3,KALDENKIRCHEN - SUED (A 61),BREYELL (A 61)
3,BREYELL (A 61),KALDENKIRCHEN - SUED (A 61)
2,BREYELL (A 61),NETTETAL (A 61)
2,NETTETAL (A 61),BREYELL (A 61)
4,NETTETAL (A 61),KREUZ VIERSEN
4,KREUZ VIERSEN,NETTETAL (A 61)
1,KREUZ VIERSEN,SUECHTELN (A 61)
1,SUECHTELN (A 61),KREUZ VIERSEN
2,SUECHTELN (A 61),VIERSEN (A 61)
2,VIERSEN (A 61),SUECHTELN (A 61)
2,VIERSEN (A 61),MACKENSTEIN (A 61)
2,MACKENSTEIN (A 61),VIERSEN (A 61)
3,MACKENSTEIN (A 61),KREUZ MOENCHENGLADBACH
3,KREUZ MOENCHENGLADBACH,MACKENSTEIN (A 61)
2,KREUZ MOENCHENGLADBACH,MOENCHENGLADBACH - NORDPARK (A 61)
2,MOENCHENGLADBACH - NORDPARK (A 61),KREUZ MOENCHENGLADBACH
2,MOENCHENGLADBACH - NORDPARK (A 61),MOENCHENGLADBACH - HOLT (A 61)
2,MOENCHENGLADBACH - HOLT (A 61),MOENCHENGLADBACH - NORDPARK (A 61)
3,MOENCHENGLADBACH - HOLT (A 61),MOENCHENGLADBACH - RHEYDT (A 61)
3,MOENCHENGLADBACH - RHEYDT (A 61),MOENCHENGLADBACH - HOLT (A 61)
2,MOENCHENGLADBACH - RHEYDT (A 61),MOENCHENGLADBACH - WICKRATH (A 61)
2,MOENCHENGLADBACH - WICKRATH (A 61),MOENCHENGLADBACH - RHEYDT (A 61)
3,MOENCHENGLADBACH - WICKRATH (A 61),KREUZ MOENCHENGLADBACH - GUEDDERATH
3,KREUZ MOENCHENGLADBACH - GUEDDERATH,MOENCHENGLADBACH - WICKRATH (A 61)
2,KREUZ MOENCHENGLADBACH - GUEDDERATH,KREUZ MOENCHENGLADBACH - WANLO
2,KREUZ MOENCHENGLADBACH - WANLO,KREUZ MOENCHENGLADBACH - GUEDDERATH
1,KREUZ MOENCHENGLADBACH - WANLO,MOENCHENGLADBACH - WANLO (A 61)
1,MOENCHENGLADBACH - WANLO (A 61),KREUZ MOENCHENGLADBACH - WANLO
7,MOENCHENGLADBACH - WANLO (A 61),JACKERATH (A 61)
7,JACKERATH (A 61),MOENCHENGLADBACH - WANLO (A 61)
0.5,JACKERATH (A 61),DREIECK JACKERATH
0.5,DREIECK JACKERATH,JACKERATH (A 61)
8,DREIECK JACKERATH,BEDBURG (A 61)
8,BEDBURG (A 61),DREIECK JACKERATH
7,BEDBURG (A 61),KREUZ BERGHEIM
7,KREUZ BERGHEIM,BEDBURG (A 61)
3,KREUZ BERGHEIM,BERGHEIM - SUED (A 61)
3,BERGHEIM - SUED (A 61),KREUZ BERGHEIM
6,BERGHEIM - SUED (A 61),KREUZ KERPEN
6,KREUZ KERPEN,BERGHEIM - SUED (A 61)
4,KREUZ KERPEN,TUERNICH (A 61)
4,TUERNICH (A 61),KREUZ KERPEN
4,TUERNICH (A 61),GYMNICH (A 61)
4,GYMNICH (A 61),TUERNICH (A 61)
3,GYMNICH (A 61),DREIECK ERFTTAL
3,DREIECK ERFTTAL,GYMNICH (A 61)
6,DREIECK ERFTTAL,KREUZ BLIESHEIM
6,KREUZ BLIESHEIM,DREIECK ERFTTAL
4,KREUZ BLIESHEIM,WEILERSWIST (A 61)
4,WEILERSWIST (A 61),KREUZ BLIESHEIM
4,WEILERSWIST (A 61),SWISTTAL - HEIMERZHEIM (A 61)
4,SWISTTAL - HEIMERZHEIM (A 61),WEILERSWIST (A 61)
4,SWISTTAL - HEIMERZHEIM (A 61),MIEL (A 61)
4,MIEL (A 61),SWISTTAL - HEIMERZHEIM (A 61)
8,MIEL (A 61),RHEINBACH (A 61)
8,RHEINBACH (A 61),MIEL (A 61)
5,RHEINBACH (A 61),KREUZ MECKENHEIM
5,KREUZ MECKENHEIM,RHEINBACH (A 61)
7,KREUZ MECKENHEIM,DREIECK BAD NEUENAHR - AHRWEILER
7,DREIECK BAD NEUENAHR - AHRWEILER,KREUZ MECKENHEIM
8,DREIECK BAD NEUENAHR - AHRWEILER,DREIECK SINZIG
8,DREIECK SINZIG,DREIECK BAD NEUENAHR - AHRWEILER
8,DREIECK SINZIG,NIEDERZISSEN (A 61)
8,NIEDERZISSEN (A 61),DREIECK SINZIG
7,NIEDERZISSEN (A 61),WEHR (A 61)
7,WEHR (A 61),NIEDERZISSEN (A 61)
4,WEHR (A 61),MENDIG (A 61)
4,MENDIG (A 61),WEHR (A 61)
6,MENDIG (A 61),KRUFT (A 61)
6,KRUFT (A 61),MENDIG (A 61)
4,KRUFT (A 61),PLAIDT (A 61)
4,PLAIDT (A 61),KRUFT (A 61)
8,PLAIDT (A 61),KREUZ KOBLENZ
8,KREUZ KOBLENZ,PLAIDT (A 61)
2,KREUZ KOBLENZ,KOBLENZ - METTERNICH (A 61)
2,KOBLENZ - METTERNICH (A 61),KREUZ KOBLENZ
6,KOBLENZ - METTERNICH (A 61),KOBLENZ / DIEBLICH (A 61)
6,KOBLENZ / DIEBLICH (A 61),KOBLENZ - METTERNICH (A 61)
7,KOBLENZ / DIEBLICH (A 61),KOBLENZ / WALDESCH (A 61)
7,KOBLENZ / WALDESCH (A 61),KOBLENZ / DIEBLICH (A 61)
5,KOBLENZ / WALDESCH (A 61),BOPPARD (A 61)
5,BOPPARD (A 61),KOBLENZ / WALDESCH (A 61)
7,BOPPARD (A 61),EMMELSHAUSEN (A 61)
7,EMMELSHAUSEN (A 61),BOPPARD (A 61)
5,EMMELSHAUSEN (A 61),PFALZFELD (A 61)
5,PFALZFELD (A 61),EMMELSHAUSEN (A 61)
5,PFALZFELD (A 61),LAUDERT (A 61)
5,LAUDERT (A 61),PFALZFELD (A 61)
11,LAUDERT (A 61),RHEINBOELLEN (A 61)
11,RHEINBOELLEN (A 61),LAUDERT (A 61)
10,RHEINBOELLEN (A 61),STROMBERG (A 61)
10,STROMBERG (A 61),RHEINBOELLEN (A 61)
4,STROMBERG (A 61),WALDLAUBERSHEIM (A 61)
4,WALDLAUBERSHEIM (A 61),STROMBERG (A 61)
4,WALDLAUBERSHEIM (A 61),DORSHEIM (A 61)
4,DORSHEIM (A 61),WALDLAUBERSHEIM (A 61)
3,DORSHEIM (A 61),BINGEN - MITTE (A 61)
3,BINGEN - MITTE (A 61),DORSHEIM (A 61)
2,BINGEN - MITTE (A 61),DREIECK NAHETAL
2,DREIECK NAHETAL,BINGEN - MITTE (A 61)
