Start,Ziel,Entfernung
GOTTMADINGEN (A 98),HILZINGEN (A 98),5
HILZINGEN (A 98),SINGEN (A 98),4
SINGEN (A 98),KREUZ HEGAU,3
KREUZ HEGAU,STOCKACH - WEST (A 98),11
STOCKACH - WEST (A 98),STOCKACH - OST (A 98),3
STOCKACH - OST (A 98),LINDAU,80
KREUZ MUENCHEN - SUED,SAUERLACH (A 99),2
SAUERLACH (A 99),OBERHACHING (A 99),2
OBERHACHING (A 99),KREUZ FORSTENRIEDER PARK,10.5
KREUZ FORSTENRIEDER PARK,GERMERING - SUED (A 99),12
GERMERING - SUED (A 99),DREIECK MUENCHEN - SUEDWEST,12.5
DREIECK MUENCHEN - SUEDWEST,MUENCHEN - FREIHAM - MITTE (A 99),1
MUENCHEN - FREIHAM - MITTE (A 99),GERMERING - NORD (A 99),1
GERMERING - NORD (A 99),MUENCHEN - LOCHHAUSEN (A 99),4
MUENCHEN - LOCHHAUSEN (A 99),KREUZ MUENCHEN - WEST,0.5
KREUZ MUENCHEN - WEST,DREIECK MUENCHEN - ALLACH,3
DREIECK MUENCHEN - ALLACH,MUENCHEN - LUDWIGSFELD (A 99),3
MUENCHEN - LUDWIGSFELD (A 99),DREIECK MUENCHEN - FELDMOCHING,5
DREIECK MUENCHEN - FELDMOCHING,MUENCHEN - NEUHERBERG (A 99),3
MUENCHEN - NEUHERBERG (A 99),MUENCHEN - FROETTMANING - NORD (A 99),2
MUENCHEN - FROETTMANING - NORD (A 99),KREUZ MUENCHEN - NORD,1
KREUZ MUENCHEN - NORD,ASCHHEIM / ISMANING (A 99),6
ASCHHEIM / ISMANING (A 99),KIRCHHEIM (A 99),4
KIRCHHEIM (A 99),FELDKIRCHEN - NORD (A 99),3
FELDKIRCHEN - NORD (A 99),KREUZ MUENCHEN - OST,4
KREUZ MUENCHEN - OST,HAAR (A 99),2
HAAR (A 99),HOHENBRUNN (A 99),6
HOHENBRUNN (A 99),OTTOBRUNN (A 99),4
OTTOBRUNN (A 99),KREUZ MUENCHEN - SUED,2
BERLIN - SEESTRASSE (A 100),BERLIN - BEUSSELSTRASSE (A 100),0.2
BERLIN - BEUSSELSTRASSE (A 100),BERLIN - JAKOB - KAISER - PLATZ (A 100),2
BERLIN - JAKOB - KAISER - PLATZ (A 100),DREIECK CHARLOTTENBURG,0.3
DREIECK CHARLOTTENBURG,BERLIN - SIEMENSDAMM (A 100),0.3
BERLIN - SIEMENSDAMM (A 100),BERLIN - SPANDAUER DAMM (A 100),2
BERLIN - SPANDAUER DAMM (A 100),BERLIN - KAISERDAMM (A 100),0.5
BERLIN - KAISERDAMM (A 100),BERLIN - KAISERDAMM - SUED (A 100),0.3
BERLIN - KAISERDAMM - SUED (A 100),BERLIN - MESSEDAMM - NORD (A 100),0.2
BERLIN - MESSEDAMM - NORD (A 100),DREIECK FUNKTURM,0.5
DREIECK FUNKTURM,BERLIN - MESSEDAMM - SUED (A 100),0.3
BERLIN - MESSEDAMM - SUED (A 100),BERLIN - KURFUERSTENDAMM (Nordteil) (A 100),0.1
BERLIN - KURFUERSTENDAMM (Nordteil) (A 100),BERLIN - KURFUERSTENDAMM (Südteil) (A 100),1
BERLIN - KURFUERSTENDAMM (Südteil) (A 100),BERLIN - HOHENZOLLERNDAMM (A 100),1
BERLIN - HOHENZOLLERNDAMM (A 100),BERLIN - SCHMARGENDORF,0.5
BERLIN - SCHMARGENDORF,BERLIN - DETMOLDER STRASSE (A 100),1
BERLIN - DETMOLDER STRASSE (A 100),BERLIN - WEXSTRASSE (A 100),1
BERLIN - WEXSTRASSE (A 100),BERLIN - INNSBRUCKER PLATZ (Westteil) (A 100),0.3
BERLIN - INNSBRUCKER PLATZ (Westteil) (A 100),BERLIN - INNSBRUCKER PLATZ (Ostteil) (A 100),0.2
BERLIN - INNSBRUCKER PLATZ (Ostteil) (A 100),KREUZ SCHOENEBERG,0.5
KREUZ SCHOENEBERG,BERLIN - ALBOINSTRASSE (Westteil) (A 100),0.5
BERLIN - ALBOINSTRASSE (Westteil) (A 100),BERLIN - ALBOINSTRASSE (Ostteil) (A 100),1
BERLIN - ALBOINSTRASSE (Ostteil) (A 100),BERLIN - TEMPELHOFER DAMM (A 100),1
BERLIN - TEMPELHOFER DAMM (A 100),BERLIN - OBERLANDSTRASSE (A 100),1
BERLIN - OBERLANDSTRASSE (A 100),DREIECK TEMPELHOF,0.5
DREIECK TEMPELHOF,BERLIN - BRITZER DAMM (A 100),2
BERLIN - BRITZER DAMM (A 100),BERLIN - BUSCHKRUGALLEE (A 100),0.5
BERLIN - BUSCHKRUGALLEE (A 100),DREIECK NEUKOELLN,1
DREIECK NEUKOELLN,BERLIN - GRENZALLEE (A 100),0.2
BERLIN - GRENZALLEE (A 100),BERLIN - SONNENALLEE (A 100),1
BERLIN - SONNENALLEE (A 100),BERLIN - AM TREPTOWER PARK (A 100),2
BERLIN - AM TREPTOWER PARK (A 100),BERLIN - MARKGRAFENDAMM (A 100),1
BERLIN - MARKGRAFENDAMM (A 100),BERLIN - FRANKFURTER ALLEE (A 100),2
BERLIN - FRANKFURTER ALLEE (A 100),BERLIN - STORKOWER STRASSE (A 100),1
BERLIN - STORKOWER STRASSE (A 100),BERLIN - LANDSBGR. ALLEE (A 100),1
BERLIN - SACHSENDAMM (A 103),KREUZ SCHOENEBERG,0.5
KREUZ SCHOENEBERG,BERLIN - GRAZER DAMM (A 103),0.1
BERLIN - GRAZER DAMM (A 103),BERLIN - SAARSTRASSE (A 103),1
BERLIN - SAARSTRASSE (A 103),KREUZ FILANDASTRASSE,1
KREUZ FILANDASTRASSE,BERLIN - WOLFENSTEINDAMM / SCHLOSSSTRASSE (A 103),1
KREUZ ORANIENBURG,BERLIN - HENNIGSDORF (A 111),4
BERLIN - HENNIGSDORF (A 111),BERLIN - STOLPE (A 111),3
BERLIN - STOLPE (A 111),BERLIN - SCHULZENDORFER STRASSE (A 111),4
BERLIN - SCHULZENDORFER STRASSE (A 111),BERLIN - WAIDMANNSLUSTER DAMM / HERMSDORFER DAMM (A 111),3
BERLIN - WAIDMANNSLUSTER DAMM / HERMSDORFER DAMM (A 111),BERLIN - HOLZHAUSER STRASSE (A 111),2
BERLIN - HOLZHAUSER STRASSE (A 111),BERLIN - SEIDELSTRASSE (A 111),1
BERLIN - SEIDELSTRASSE (A 111),BERLIN - KURT-SCHUMACHER-PLATZ,0.2
BERLIN - KURT-SCHUMACHER-PLATZ,BERLIN - EICHBORNDAMM (A 111),0.4
BERLIN - EICHBORNDAMM (A 111),BERLIN - AM FESTPLATZ (A 111),1
BERLIN - AM FESTPLATZ (A 111),BERLIN - SAATWINKLER DAMM (A 111),1
BERLIN - SAATWINKLER DAMM (A 111),BERLIN - FLUGHAFEN TEGEL (A 111),0.3
BERLIN - FLUGHAFEN TEGEL (A 111),BERLIN - HECKERDAMM (A 111),0.5
BERLIN - HECKERDAMM (A 111),DREIECK CHARLOTTENBURG,0.5
DREIECK NEUKOELLN,BERLIN - SPAETHSTRASSE (A 113),1
BERLIN - SPAETHSTRASSE (A 113),BERLIN - JOHANNISTHALER CHAUSSEE (A 113),1.5
BERLIN - JOHANNISTHALER CHAUSSEE (A 113),BERLIN - STUBENRAUCHSTRASSE (A 113),2
BERLIN - STUBENRAUCHSTRASSE (A 113),BERLIN - ADLERSHOF (A 113),1
BERLIN - ADLERSHOF (A 113),BERLIN - SCHOENEFELD - NORD (Nordteil) (A 113),4
BERLIN - SCHOENEFELD - NORD (Nordteil) (A 113),BERLIN -  SCHOENEFELD - SUED (Nordteil) (A 113),0.4
BERLIN -  SCHOENEFELD - SUED (Nordteil) (A 113),BERLIN - SCHOENEFELD - NORD (Südteil) (A 113),0.2
BERLIN - SCHOENEFELD - NORD (Südteil) (A 113),BERLIN - SCHOENEFELD - SUED (Südteil) (A 113),0.5
BERLIN - SCHOENEFELD - SUED (Südteil) (A 113),BERLIN - FLUGHAFEN SCHOENEFELD (A 113),2
BERLIN - FLUGHAFEN SCHOENEFELD (A 113),WALTERSDORFER DREIECK,1.2
WALTERSDORFER DREIECK,SCHOENEFELDER KREUZ,5
DREIECK PANKOW,BERLIN - SCHOENERLINDER STRASSE (A 114),2
BERLIN - SCHOENERLINDER STRASSE (A 114),BERLIN - BUCHER STRASSE (A 114),1
BERLIN - BUCHER STRASSE (A 114),BERLIN - PASEWALKER STRASSE (A 114),4
BERLIN - PASEWALKER STRASSE (A 114),BERLIN -  PRENZLAUER PROMENADE (A 114),1
DREIECK FUNKTURM,BERLIN - HUETTENWEG (A 115),4.3
BERLIN - HUETTENWEG (A 115),BERLIN - SPANISCHE ALLEE (A 115),5
BERLIN - SPANISCHE ALLEE (A 115),BERLIN - ZEHLENDORF (A 115),2
BERLIN - ZEHLENDORF (A 115),BERLIN - KLEINMACHNOW (A 115),2
BERLIN - KLEINMACHNOW (A 115),POTSDAM - BABELSBERG (A 115),5
POTSDAM - BABELSBERG (A 115),POTSDAM - DREWITZ (A 115),2
POTSDAM - DREWITZ (A 115),SAARMUND (A 115),3
SAARMUND (A 115),DREIECK NUTHETAL,4
TREPTOW (A 117),WALTERSDORF (A 117),4
WALTERSDORF (A 117),WALTERSDORFER DREIECK,2
DREIECK HALLE - NORD,SALZMUENDE (A 143),8
SALZMUENDE (A 143),HALLE - NEUSTADT (A 143),4
HALLE - NEUSTADT (A 143),TEUTSCHENTHAL (A 143),4
TEUTSCHENTHAL (A 143),HOLLEBEN (A 143),3
HOLLEBEN (A 143),DREIECK HALLE - SUED,3
SCHACHT - AUDORF (A 210),KREUZ RENDSBURG,3
KREUZ RENDSBURG,BREDENBEK (A 210),7
BREDENBEK (A 210),ACHTERWEHR (A 210),6
ACHTERWEHR (A 210),MELSDORF (A 210),6
MELSDORF (A 210),KREUZ KIEL - WEST (A 210),2
KIEL - WESTRING (A 215),KIEL - MITTE (A 215),0.5
KIEL - MITTE (A 215),BLUMENTHAL (A 215),3
BLUMENTHAL (A 215),DREIECK BORDESHOLM,7
DREIECK BAD SCHWARTAU,LUEBECK - DAENISCHBURG (A 226),1
LUEBECK - DAENISCHBURG (A 226),KREUZ LUEBECK - SIEMS,3
MASCHENER KREUZ (W),MASCHENER KREUZ (Ostteil),2
MASCHENER KREUZ (Ostteil),SEEVETAL - MASCHEN (A 250),1
SEEVETAL - MASCHEN (A 250),WINSEN - WEST (A 250),8
WINSEN - WEST (A 250),WINSEN - OST (A 250),5
WINSEN - OST (A 250),DREIECK HANDORF,9
DREIECK HANDORF,LUENEBURG - NORD (A 250),6
DREIECK HAMBURG - WILHELMSBURG - NORD,HAMBURG - GEORGSWERDER (A 252),0.5
HAMBURG - GEORGSWERDER (A 252),KREUZ HAMBURG - SUED,1
DREIECK HAMBURG - WILHELMSBURG - NORD,HAMBURG - WILHELMSBURG (A 253),1
HAMBURG - WILHELMSBURG (A 253),HAMBURG - WILHELMSBURG - SUED,3.2
HAMBURG - WILHELMSBURG - SUED,HAMBURG - NEULAND (A 253),2
HAMBURG - NEULAND (A 253),HAMBURG - HARBURG - MITTE (A 253),1
HAMBURG - HARBURG - MITTE (A 253),HAMBURG - WILSTORF (A 253),1
KREUZ HAMBURG - SUED,KREUZ HAMBURG - SUED,1
DREIECK HAMBURG - SUEDWEST,HAMBURG - MARMSTORF / LUERADE (A 261),1
HAMBURG - MARMSTORF / LUERADE (A 261),TOETENSEN ( ROSENGARTEN ) (A 261),3
TOETENSEN ( ROSENGARTEN ) (A 261),BUCHHOLZER DREIECK,5
BREMEN - ROENNEBECK (A 270),BREMEN - LUESSUM (A 270),1
BREMEN - LUESSUM (A 270),BREMEN - BLUMENTHAL (A 270),1
BREMEN - BLUMENTHAL (A 270),BREMEN - VEGESACK - MITTE (A 270),2.5
BREMEN - VEGESACK - MITTE (A 270),BREMEN - VEGESACK - HAFEN (A 270),2
BREMEN - VEGESACK - HAFEN (A 270),BREMEN - ST. MAGNUS (A 270),0.5
BREMEN - ST. MAGNUS (A 270),BREMEN - LESUM (A 270),3
BREMEN - LESUM (A 270),BREMEN - IHLETAL (A 270),1
BREMEN - IHLETAL (A 270),DREIECK BREMEN - NORD,1.2
BUNDE - WEST (A 280),DREIECK BUNDE,4
DREIECK BREMEN - INDUSTRIEHAEFEN,BREMEN - BURG - GRAMBKE  BREMEN - GROEPELINGEN (A 281),2
BREMEN - BURG - GRAMBKE  BREMEN - GROEPELINGEN (A 281),DREIECK BREMEN - STROM,4.5
DREIECK BREMEN - STROM,DREIECK BREMEN - NEUSTAEDTER HAFEN,4
DREIECK BREMEN - NEUSTAEDTER HAFEN,BREMEN - WOLTMERSHAUSEN (A 281),1
BREMEN - WOLTMERSHAUSEN (A 281),KREUZ BREMEN - NEUSTADT,1
KREUZ BREMEN - NEUSTADT,BREMEN - AIRPORT-STADT (A 281),2
KREUZ OLDENBURG - NORD,OLDENBURG - ETZHORN (A 293),3
OLDENBURG - ETZHORN (A 293),OLDENBURG - NADORST (A 293),2
OLDENBURG - NADORST (A 293),OLDENBURG - BUERGERFELDE (A 293),1
OLDENBURG - BUERGERFELDE (A 293),DREIECK OLDENBURG - WEST,1
DREIECK HANNOVER - NORD,LANGENHAGEN - KALTENWEIDE (A 352),8
LANGENHAGEN - KALTENWEIDE (A 352),HANNOVER - FLUGHAFEN  (Nordteil) (A 352),4
HANNOVER - FLUGHAFEN  (Nordteil) (A 352),HANNOVER - FLUGHAFEN  (Südteil) (A 352),1
HANNOVER - FLUGHAFEN  (Südteil) (A 352),ENGELBOSTEL (A 352),3
ENGELBOSTEL (A 352),DREIECK HANNOVER - WEST,1
BRAUNSCHWEIG - WENDEN (A 391),KREUZ BRAUNSCHWEIG - NORD,2
KREUZ BRAUNSCHWEIG - NORD,BRAUNSCHWEIG - HANSESTRASSE (A 391),1
BRAUNSCHWEIG - HANSESTRASSE (A 391),KREUZ OELPER,3
KREUZ OELPER,BRAUNSCHWEIG - LEHNDORF (A 391),1
BRAUNSCHWEIG - LEHNDORF (A 391),BRAUNSCHWEIG - WESTSTADT (A 391),2.5
BRAUNSCHWEIG - WESTSTADT (A 391),BRAUNSCHWEIG - GARTENSTADT (A 391),1
BRAUNSCHWEIG - GARTENSTADT (A 391),DREIECK BRAUNSCHWEIG - SUEDWEST,1
BRAUNSCHWEIG - WATENBUETTEL - OST (A 392),KREUZ OELPER,2
KREUZ OELPER,BRAUNSCHWEIG - CELLER STRASSE (A 392),1
BRAUNSCHWEIG - CELLER STRASSE (A 392),BRAUNSCHWEIG - HAMBURGER STRASSE (A 392),1
KREUZ BRAUNSCHWEIG - SUED,BRAUNSCHWEIG - HEIDBERG (A 395),0.9
BRAUNSCHWEIG - HEIDBERG (A 395),BRAUNSCHWEIG - STOECKHEIM (A 395),1
BRAUNSCHWEIG - STOECKHEIM (A 395),WOLFENBUETTEL - NORD (A 395),2
WOLFENBUETTEL - NORD (A 395),WOLFENBUETTEL - NORDWEST (A 395),3
WOLFENBUETTEL - NORDWEST (A 395),WOLFENBUETTEL - WEST (A 395),3
WOLFENBUETTEL - WEST (A 395),WOLFENBUETTEL - SUED (A 395),2
WOLFENBUETTEL - SUED (A 395),FLOETHE (A 395),7
FLOETHE (A 395),SCHLADEN - NORD (A 395),6
SCHLADEN - NORD (A 395),SCHLADEN - SUED (A 395),3
SCHLADEN - SUED (A 395),LENGDE (A 395),2
LENGDE (A 395),VIENENBURG (A 395),4
VIENENBURG (A 395),OSTERWIECK / VIENENBURG - OST (A 395),1
WERL - NORD (A 445),WERL - ZENTRUM (A 445),2
WERL - ZENTRUM (A 445),KREUZ WERL,2
KREUZ WERL,WICKEDE (A 445),2
ASSLAR (A 480),WETZLARER KREUZ,2
WETZLARER KREUZ,WETTENBERG (A 480),14
WETTENBERG (A 480),GIESSENER NORDKREUZ,4
GIESSENER NORDKREUZ,REISKIRCHENER DREIECK,10
GIESSENER NORDKREUZ (W),GIESSEN - MARBURGER STRASSE (A 485),0.5
GIESSEN - MARBURGER STRASSE (A 485),GIESSENER NORDKREUZ  (Ostteil),0.5
GIESSENER NORDKREUZ  (Ostteil),GIESSEN - WIESECK (A 485),2
GIESSEN - WIESECK (A 485),GIESSEN - URSULUM (A 485),2
GIESSEN - URSULUM (A 485),GIESSEN - GRUENBERGER STRASSE (A 485),0.5
GIESSEN - GRUENBERGER STRASSE (A 485),GIESSEN - LICHER STRASSE (A 485),1
GIESSEN - LICHER STRASSE (A 485),GIESSEN - SCHIFFENBERGER TAL (A 485),1
GIESSEN - SCHIFFENBERGER TAL (A 485),DREIECK BERGWERKSWALD,3
DREIECK BERGWERKSWALD,LINDEN (A 485),2
LINDEN (A 485),GIESSENER SUEDKREUZ,2
GIESSENER SUEDKREUZ,LANGGOENS (A 485),4
KREUZ OBERHAUSEN,OBERHAUSEN - STERKRADE  (Nordteil) (A 516),3
OBERHAUSEN - STERKRADE  (Nordteil) (A 516),OBERHAUSEN - STERKRADE  (Südteil) (A 516),1
OBERHAUSEN - STERKRADE  (Südteil) (A 516),OBERHAUSEN - EISENHEIM (A 516),1.5
DUISBURG - RAHM (A 524),LINTORF (A 524),3
LINTORF (A 524),DREIECK BREITSCHEID,2
ESSEN - HEISINGEN (A 535),ESSEN - UEBERRUHR (A 535),1
ESSEN - UEBERRUHR (A 535),ESSEN - KUPFERDREH (Nordteil) (A 535),3
ESSEN - KUPFERDREH (Nordteil) (A 535),ESSEN - KUPFERDREH (Südteil) (A 535),0.5
ESSEN - KUPFERDREH (Südteil) (A 535),LANGENBERG (A 535),2.5
LANGENBERG (A 535),DREIECK VELBERT - NORD,2
DREIECK VELBERT - NORD,VELBERT (A 535),2
VELBERT (A 535),TOENISHEIDE (A 535),3
TOENISHEIDE (A 535),WUELFRATH (A 535),2
WUELFRATH (A 535),WUPPERTAL - DORNAP (A 535),5
WUPPERTAL - DORNAP (A 535),SONNBORNER KREUZ,2
ESSEN - HEISINGEN (A 540),ESSEN - UEBERRUHR (A 540),1
ESSEN - UEBERRUHR (A 540),ESSEN - KUPFERDREH (Nordteil) (A 540),3
ESSEN - KUPFERDREH (Nordteil) (A 540),ESSEN - KUPFERDREH (Südteil) (A 540),0.5
ESSEN - KUPFERDREH (Südteil) (A 540),LANGENBERG (A 540),2.5
LANGENBERG (A 540),DREIECK VELBERT - NORD,2
DREIECK VELBERT - NORD,VELBERT (A 540),2
VELBERT (A 540),TOENISHEIDE (A 540),3
TOENISHEIDE (A 540),WUELFRATH (A 540),2
WUELFRATH (A 540),WUPPERTAL - DORNAP (A 540),5
WUPPERTAL - DORNAP (A 540),SONNBORNER KREUZ,2
KREUZ MONHEIM - SUED,LANGENFELD - REUSRATH (A 542),2
LANGENFELD - REUSRATH (A 542),LANGENFELD - IMMIGRATH (A 542),2
LANGENFELD - IMMIGRATH (A 542),DREIECK LANGENFELD,1
DREIECK LANGENFELD,AACHEN  - EUROPAPLATZ (A 542),0
AACHEN  - EUROPAPLATZ (A 542),AACHEN  - ROTHE ERDE (A 542),1
AACHEN  - ROTHE ERDE (A 542),WUERSELEN (A 542),3
WUERSELEN (A 542),KREUZ AACHEN  (Westteil),1
KREUZ AACHEN  (Westteil),KREUZ AACHEN  (Ostteil),0.5
KREUZ BLIESHEIM,BRUEHL - SUED (A 553),4
BRUEHL - SUED (A 553),BRUEHL / BORNHEIM (A 553),3
BRUEHL / BORNHEIM (A 553),BRUEHL - OST (A 553),4
BRUEHL - OST (A 553),BRUEHL - NORD  (Südteil) (A 553),2
KOELN - VERTEILERKREIS (A 555),KREUZ KOELN - SUED,0.5
KREUZ KOELN - SUED,KREUZ RODENKIRCHEN,2
KREUZ RODENKIRCHEN,GODORF (A 555),2
GODORF (A 555),WESSELING (A 555),5
WESSELING (A 555),BORNHEIM (A 555),6
BORNHEIM (A 555),KREUZ BONN - NORD,4.3
KREUZ BONN - NORD,BONN - VERTEILERKREIS (A 555),0.4
KREUZ GREMBERG,KOELN - GREMBERGHOVEN (A 559),3
KOELN - GREMBERGHOVEN (A 559),DREIECK PORZ,1
DREIECK ST. AUGUSTIN - WEST,KREUZ SIEGBURG,2
KREUZ SIEGBURG,ST. AUGUSTIN (A 560),2
ST. AUGUSTIN (A 560),NIEDERPLEIS (A 560),2
NIEDERPLEIS (A 560),KREUZ BONN / SIEGBURG,1
KREUZ BONN / SIEGBURG,HENNEF - WEST (A 560),2
HENNEF - WEST (A 560),HENNEF - OST (A 560),3
BONN - BAD GODESBERG (A 562),BONN - RHEINAUE (A 562),0.5
BONN - RHEINAUE (A 562),BONN - BEUEL - SUED (A 562),1
BONN - BEUEL - SUED (A 562),KREUZ BONN - OST,1
KREUZ SIEGBURG,DREIECK ST. AUGUSTIN - WEST,2
DREIECK ST. AUGUSTIN - WEST,DREIECK BONN - NORDOST,3
DREIECK BONN - NORDOST,BONN - BEUEL (A 565),2
BONN - BEUEL (A 565),BONN - AUERBERG (A 565),2
BONN - AUERBERG (A 565),KREUZ BONN - NORD,1
KREUZ BONN - NORD,BONN - TANNENBUSCH (A 565),0.5
BONN - TANNENBUSCH (A 565),BONN - ENDENICH (A 565),2
BONN - ENDENICH (A 565),BONN - POPPELSDORF,0.5
BONN - POPPELSDORF,BONN - LENGSDORF (A 565),1
BONN - LENGSDORF (A 565),BONN - HARDTBERG (A 565),2
BONN - HARDTBERG (A 565),MECKENHEIM - NORD (A 565),7
MECKENHEIM - NORD (A 565),MERL (A 565),2
MERL (A 565),KREUZ MECKENHEIM,5
KREUZ MECKENHEIM,GELSDORF (A 565),1
EHLINGEN (A 571),LOEHNDORF (A 571),0.5
LOEHNDORF (A 571),DREIECK SINZIG,1
DREIECK BAD NEUENAHR,BAD NEUENAHR (A 573),3
TRIER - VERTEILERKREIS (A 602),TRIER - EHRANG (A 602),5
TRIER - EHRANG (A 602),TRIER - RUWER (A 602),2
TRIER - RUWER (A 602),SCHWEICH (A 602),2
SCHWEICH (A 602),DREIECK MOSELTAL,1
DREIECK SAARLOUIS,WALLERFANGEN (A 620),2
WALLERFANGEN (A 620),SAARLOUIS - MITTE (A 620),2
SAARLOUIS - MITTE (A 620),KREUZ SAARLOUIS - LISDORF,2
KREUZ SAARLOUIS - LISDORF,ENSDORF (A 620),1
ENSDORF (A 620),WADGASSEN (A 620),2
WADGASSEN (A 620),WADGASSEN - HOSTENBACH (A 620),2
WADGASSEN - HOSTENBACH (A 620),VOELKLINGEN - WEHRDEN (A 620),3
VOELKLINGEN - WEHRDEN (A 620),VOELKLINGEN - GEISLAUTERN (A 620),2
VOELKLINGEN - GEISLAUTERN (A 620),VOELKLINGEN (A 620),1
VOELKLINGEN (A 620),VOELKLINGEN - OST (A 620),0.5
VOELKLINGEN - OST (A 620),SAARBRUECKEN - KLARENTHAL (A 620),3
SAARBRUECKEN - KLARENTHAL (A 620),SAARBRUECKEN - GERSWEILER (A 620),2
SAARBRUECKEN - GERSWEILER (A 620),SAARBRUECKEN - MESSEGELAENDE (A 620),1
SAARBRUECKEN - MESSEGELAENDE (A 620),SAARBRUECKEN - MALSTATTER BRUECKE (A 620),1
SAARBRUECKEN - MALSTATTER BRUECKE (A 620),DREIECK SAARBRUECKEN - WESTSPANGENBRUECKE,1
DREIECK SAARBRUECKEN - WESTSPANGENBRUECKE,SAARBRUECKEN - LUISENBRUECKE (A 620),0.5
SAARBRUECKEN - LUISENBRUECKE (A 620),SAARBRUECKEN - WILHELM - HEINRICH - BRUECKE (A 620),0.3
SAARBRUECKEN - WILHELM - HEINRICH - BRUECKE (A 620),SAARBRUECKEN - BISMARCKBRUECKE (A 620),1
SAARBRUECKEN - BISMARCKBRUECKE (A 620),SAARBRUECKEN - ST. ARNUAL (A 620),1
SAARBRUECKEN - ST. ARNUAL (A 620),SAARBRUECKEN - SCHOENBACH (A 620),1
SAARBRUECKEN - SCHOENBACH (A 620),SAARBRUECKEN - GUEDINGEN (A 620),0.2
SAARBRUECKEN - GUEDINGEN (A 620),DREIECK SAARBRUECKEN,0.4
DREIECK FRIEDRICHSTHAL,SULZBACH - ALTENWALD (Nordteil) (A 623),0.5
SULZBACH - ALTENWALD (Nordteil) (A 623),SULZBACH - ALTENWALD (Südteil) (A 623),0.5
SULZBACH - ALTENWALD (Südteil) (A 623),SULZBACH  (Nordteil) (A 623),2
SULZBACH  (Nordteil) (A 623),SULZBACH  (Südteil) (A 623),1
SULZBACH  (Südteil) (A 623),SAARBRUECKEN - DUDWEILER (A 623),2
SAARBRUECKEN - DUDWEILER (A 623),SAARBRUECKEN - HERRENSOHR (A 623),1
SAARBRUECKEN - HERRENSOHR (A 623),DREIECK SAARBRUECKEN - JAEGERSFREUDE,2
DREIECK SAARBRUECKEN - JAEGERSFREUDE,DREIECK SAARBRUECKEN - LUDWIGSBERG,0.5
WIESBADEN - DOTZHEIM (A 643),SCHIERSTEINER KREUZ,1
SCHIERSTEINER KREUZ,WIESBADEN - AEPPELALLEE (A 643),1
WIESBADEN - AEPPELALLEE (A 643),MAINZ - MOMBACH (A 643),2
MAINZ - MOMBACH (A 643),MAINZ - GONSENHEIM (A 643),2
MAINZ - GONSENHEIM (A 643),DREIECK MAINZ,2
ESCHBORNER DREIECK,FRANKFURT - ROEDELHEIM (A 648),1
FRANKFURT - ROEDELHEIM (A 648),WESTKREUZ FRANKFURT,2
WESTKREUZ FRANKFURT,FRANKFURT - REBSTOCK (Westteil) (A 648),1
FRANKFURT - REBSTOCK (Westteil) (A 648),FRANKFURT - REBSTOCK (Ostteil) (A 648),0.5
FRANKFURT - REBSTOCK (Ostteil) (A 648),FRANKFURT - KATHARINENKREISEL (A 648),1
FRIEDELSHEIM (A 650),MAXDORF (A 650),4
MAXDORF (A 650),KREUZ LUDWIGSHAFEN,2
KREUZ LUDWIGSHAFEN,RUCHHEIM (A 650),1
RUCHHEIM (A 650),LUDWIGSHAFEN - OGGERSHEIM - WEST (A 650),2
LUDWIGSHAFEN - OGGERSHEIM - WEST (A 650),OGGERSHEIMER KREUZ,0.3
OGGERSHEIMER KREUZ,LUDWIGSHAFEN - OGGERSHEIM - SUED (A 650),1
LUDWIGSHAFEN - OGGERSHEIM - SUED (A 650),LUDWIGSHAFEN - STADT (A 650),3
MANNHEIM - NECKARAU (A 656),KREUZ MANNHEIM,2
KREUZ MANNHEIM,MANNHEIM - SECKENHEIM (A 656),2.5
MANNHEIM - SECKENHEIM (A 656),KREUZ HEIDELBERG,6
KREUZ WEINHEIM,VIERNHEIM - OST (A 659),3
VIERNHEIM - OST (A 659),VIERNHEIM (A 659),1
